age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,target,age_group,balance_group,day_group,duration_group,campaign_group,quarter
32,management,single,tertiary,no,6359,no,no,cellular,6,184,1,0,"(24, 34]","(5000, 10000]","(0, 10]","(120, 240]","(0, 1]",q3
58,none,married,secondary,no,4,no,yes,cellular,6,147,1,0,"(45, 59]","(0, 100]","(0, 10]","(120, 240]","(0, 1]",q3
45,other,married,secondary,no,140,yes,no,cellular,6,192,3,0,"(34, 45]","(100, 200]","(0, 10]","(120, 240]","(2, 4]",q3
49,blue-collar,married,secondary,no,141,no,no,cellular,6,275,1,0,"(45, 59]","(100, 200]","(0, 10]","(240, 360]","(0, 1]",q3
50,admin,married,secondary,no,-79,no,yes,cellular,6,138,7,0,"(45, 59]","(-10000, 0]","(0, 10]","(120, 240]","(6, 10]",q3
32,technician,married,secondary,no,2556,no,no,cellular,6,269,3,0,"(24, 34]","(1000, 3000]","(0, 10]","(240, 360]","(2, 4]",q3
38,management,married,tertiary,no,178,no,no,cellular,6,170,3,0,"(34, 45]","(100, 200]","(0, 10]","(120, 240]","(2, 4]",q3
30,technician,single,tertiary,no,1081,no,no,cellular,6,377,2,0,"(24, 34]","(1000, 3000]","(0, 10]","(360, 600]","(1, 2]",q3
46,technician,married,secondary,no,363,yes,no,cellular,6,209,3,0,"(45, 59]","(200, 500]","(0, 10]","(120, 240]","(2, 4]",q3
50,technician,married,secondary,no,10757,yes,no,cellular,6,276,3,0,"(45, 59]","(10000, 200000]","(0, 10]","(240, 360]","(2, 4]",q3
31,management,single,tertiary,no,130,no,no,cellular,6,160,1,0,"(24, 34]","(100, 200]","(0, 10]","(120, 240]","(0, 1]",q3
36,technician,single,tertiary,no,46,yes,no,cellular,6,459,3,0,"(34, 45]","(0, 100]","(0, 10]","(360, 600]","(2, 4]",q3
35,technician,married,secondary,no,-116,no,yes,cellular,6,339,2,0,"(34, 45]","(-10000, 0]","(0, 10]","(240, 360]","(1, 2]",q3
53,technician,married,secondary,no,1225,no,no,cellular,6,70,2,0,"(45, 59]","(1000, 3000]","(0, 10]","(60, 120]","(1, 2]",q3
46,other,married,primary,no,0,no,no,cellular,6,322,5,0,"(45, 59]","(-10000, 0]","(0, 10]","(240, 360]","(4, 6]",q3
34,other,married,unknown,no,4535,no,no,cellular,6,54,3,0,"(24, 34]","(3000, 5000]","(0, 10]","(0, 60]","(2, 4]",q3
33,none,divorced,secondary,no,422,no,no,cellular,6,406,3,0,"(24, 34]","(200, 500]","(0, 10]","(360, 600]","(2, 4]",q3
50,technician,married,secondary,no,-70,no,no,cellular,6,386,2,0,"(45, 59]","(-10000, 0]","(0, 10]","(360, 600]","(1, 2]",q3
46,blue-collar,married,primary,yes,575,no,no,cellular,6,127,3,0,"(45, 59]","(500, 1000]","(0, 10]","(120, 240]","(2, 4]",q3
45,none,married,secondary,no,22,no,yes,telephone,6,276,3,0,"(34, 45]","(0, 100]","(0, 10]","(240, 360]","(2, 4]",q3
55,other,married,tertiary,no,41923,no,no,cellular,6,69,3,0,"(45, 59]","(10000, 200000]","(0, 10]","(60, 120]","(2, 4]",q3
42,technician,married,tertiary,no,446,no,no,cellular,6,286,3,0,"(34, 45]","(200, 500]","(0, 10]","(240, 360]","(2, 4]",q3
40,management,married,tertiary,no,713,no,no,cellular,6,433,3,0,"(34, 45]","(500, 1000]","(0, 10]","(360, 600]","(2, 4]",q3
41,management,single,secondary,no,911,no,no,cellular,6,292,2,0,"(34, 45]","(500, 1000]","(0, 10]","(240, 360]","(1, 2]",q3
39,technician,married,secondary,no,425,yes,no,cellular,6,562,3,0,"(34, 45]","(200, 500]","(0, 10]","(360, 600]","(2, 4]",q3
35,management,married,tertiary,no,0,no,no,cellular,6,543,4,0,"(34, 45]","(-10000, 0]","(0, 10]","(360, 600]","(2, 4]",q3
46,technician,divorced,secondary,no,225,no,no,cellular,6,530,5,0,"(45, 59]","(200, 500]","(0, 10]","(360, 600]","(4, 6]",q3
43,management,married,tertiary,no,5926,no,no,cellular,6,685,2,0,"(34, 45]","(5000, 10000]","(0, 10]","(600, 900]","(1, 2]",q3
49,admin,married,secondary,no,284,yes,no,cellular,6,131,3,0,"(45, 59]","(200, 500]","(0, 10]","(120, 240]","(2, 4]",q3
38,technician,married,tertiary,no,180,no,no,cellular,6,258,7,0,"(34, 45]","(100, 200]","(0, 10]","(240, 360]","(6, 10]",q3
59,admin,married,unknown,no,64343,no,no,cellular,6,45,4,0,"(45, 59]","(10000, 200000]","(0, 10]","(0, 60]","(2, 4]",q3
42,other,married,primary,no,128,no,no,cellular,6,492,2,0,"(34, 45]","(100, 200]","(0, 10]","(360, 600]","(1, 2]",q3
48,blue-collar,married,primary,no,1203,no,no,cellular,6,61,5,0,"(45, 59]","(1000, 3000]","(0, 10]","(60, 120]","(4, 6]",q3
48,technician,married,secondary,no,504,no,yes,cellular,6,227,3,0,"(45, 59]","(500, 1000]","(0, 10]","(120, 240]","(2, 4]",q3
46,other,married,primary,no,1085,no,no,cellular,6,265,8,0,"(45, 59]","(1000, 3000]","(0, 10]","(240, 360]","(6, 10]",q3
49,management,divorced,tertiary,no,651,no,yes,cellular,6,79,3,0,"(45, 59]","(500, 1000]","(0, 10]","(60, 120]","(2, 4]",q3
32,technician,married,secondary,no,374,no,no,cellular,6,119,6,0,"(24, 34]","(200, 500]","(0, 10]","(60, 120]","(4, 6]",q3
42,management,married,tertiary,no,60,no,no,cellular,6,426,3,0,"(34, 45]","(0, 100]","(0, 10]","(360, 600]","(2, 4]",q3
32,management,married,tertiary,no,71,no,no,cellular,6,80,3,0,"(24, 34]","(0, 100]","(0, 10]","(60, 120]","(2, 4]",q3
45,services,married,secondary,no,38,yes,no,cellular,6,307,3,0,"(34, 45]","(0, 100]","(0, 10]","(240, 360]","(2, 4]",q3
34,management,single,tertiary,no,2576,yes,yes,cellular,6,236,4,0,"(24, 34]","(1000, 3000]","(0, 10]","(120, 240]","(2, 4]",q3
32,technician,married,tertiary,no,500,no,no,cellular,6,105,6,0,"(24, 34]","(200, 500]","(0, 10]","(60, 120]","(4, 6]",q3
44,management,married,tertiary,no,4333,no,no,cellular,6,68,6,0,"(34, 45]","(3000, 5000]","(0, 10]","(60, 120]","(4, 6]",q3
38,services,married,secondary,no,5003,no,no,cellular,6,275,9,0,"(34, 45]","(5000, 10000]","(0, 10]","(240, 360]","(6, 10]",q3
46,blue-collar,married,primary,no,0,no,no,cellular,6,178,4,0,"(45, 59]","(-10000, 0]","(0, 10]","(120, 240]","(2, 4]",q3
41,technician,married,secondary,no,-832,no,no,cellular,6,226,5,0,"(34, 45]","(-10000, 0]","(0, 10]","(120, 240]","(4, 6]",q3
52,blue-collar,married,primary,no,2091,no,no,cellular,6,181,2,0,"(45, 59]","(1000, 3000]","(0, 10]","(120, 240]","(1, 2]",q3
44,technician,married,secondary,no,339,yes,yes,telephone,6,244,3,0,"(34, 45]","(200, 500]","(0, 10]","(240, 360]","(2, 4]",q3
52,technician,married,secondary,no,1815,no,no,cellular,6,131,3,0,"(45, 59]","(1000, 3000]","(0, 10]","(120, 240]","(2, 4]",q3
46,technician,married,secondary,no,0,no,no,cellular,6,132,2,0,"(45, 59]","(-10000, 0]","(0, 10]","(120, 240]","(1, 2]",q3
30,management,single,tertiary,no,223,no,no,cellular,6,106,3,0,"(24, 34]","(200, 500]","(0, 10]","(60, 120]","(2, 4]",q3
39,management,single,tertiary,no,0,no,no,cellular,6,135,2,0,"(34, 45]","(-10000, 0]","(0, 10]","(120, 240]","(1, 2]",q3
48,services,married,secondary,no,2850,yes,no,cellular,6,107,3,0,"(45, 59]","(1000, 3000]","(0, 10]","(60, 120]","(2, 4]",q3
50,admin,married,secondary,no,706,yes,no,cellular,6,1250,4,1,"(45, 59]","(500, 1000]","(0, 10]","(1200, 5000]","(2, 4]",q3
51,blue-collar,married,primary,no,7098,no,no,cellular,6,1471,7,1,"(45, 59]","(5000, 10000]","(0, 10]","(1200, 5000]","(6, 10]",q3
30,management,single,tertiary,no,5389,no,no,cellular,6,1456,3,1,"(24, 34]","(5000, 10000]","(0, 10]","(1200, 5000]","(2, 4]",q3
57,technician,married,tertiary,no,4043,yes,no,cellular,7,122,4,0,"(45, 59]","(3000, 5000]","(0, 10]","(120, 240]","(2, 4]",q3
54,blue-collar,married,primary,no,6812,yes,no,cellular,7,108,3,0,"(45, 59]","(5000, 10000]","(0, 10]","(60, 120]","(2, 4]",q3
56,none,married,secondary,no,0,no,yes,cellular,7,110,4,0,"(45, 59]","(-10000, 0]","(0, 10]","(60, 120]","(2, 4]",q3
38,technician,married,secondary,no,1097,no,yes,cellular,7,186,3,0,"(34, 45]","(1000, 3000]","(0, 10]","(120, 240]","(2, 4]",q3
31,technician,single,tertiary,no,418,no,no,cellular,7,67,6,0,"(24, 34]","(200, 500]","(0, 10]","(60, 120]","(4, 6]",q3
51,services,married,tertiary,no,0,no,no,cellular,7,297,8,0,"(45, 59]","(-10000, 0]","(0, 10]","(240, 360]","(6, 10]",q3
39,technician,married,tertiary,no,94,no,no,cellular,7,70,2,0,"(34, 45]","(0, 100]","(0, 10]","(60, 120]","(1, 2]",q3
51,management,married,tertiary,no,10077,no,no,cellular,7,93,2,0,"(45, 59]","(10000, 200000]","(0, 10]","(60, 120]","(1, 2]",q3
34,management,divorced,secondary,no,291,no,no,cellular,7,91,2,0,"(24, 34]","(200, 500]","(0, 10]","(60, 120]","(1, 2]",q3
49,admin,married,secondary,no,0,no,no,cellular,7,301,2,0,"(45, 59]","(-10000, 0]","(0, 10]","(240, 360]","(1, 2]",q3
49,blue-collar,married,unknown,no,2635,no,no,cellular,7,88,2,0,"(45, 59]","(1000, 3000]","(0, 10]","(60, 120]","(1, 2]",q3
35,technician,married,secondary,no,1055,yes,no,cellular,7,261,2,0,"(34, 45]","(1000, 3000]","(0, 10]","(240, 360]","(1, 2]",q3
47,blue-collar,married,unknown,no,1660,no,no,cellular,7,187,2,0,"(45, 59]","(1000, 3000]","(0, 10]","(120, 240]","(1, 2]",q3
52,other,married,primary,no,420,no,no,cellular,7,139,4,0,"(45, 59]","(200, 500]","(0, 10]","(120, 240]","(2, 4]",q3
50,admin,married,secondary,no,106,no,yes,cellular,7,59,2,0,"(45, 59]","(100, 200]","(0, 10]","(0, 60]","(1, 2]",q3
37,admin,single,tertiary,no,2505,no,no,cellular,7,420,3,0,"(34, 45]","(1000, 3000]","(0, 10]","(360, 600]","(2, 4]",q3
43,management,married,tertiary,no,11754,no,no,cellular,7,352,2,0,"(34, 45]","(10000, 200000]","(0, 10]","(240, 360]","(1, 2]",q3
42,management,married,tertiary,no,-323,yes,no,cellular,7,135,2,0,"(34, 45]","(-10000, 0]","(0, 10]","(120, 240]","(1, 2]",q3
48,technician,divorced,secondary,no,791,no,no,cellular,7,219,2,0,"(45, 59]","(500, 1000]","(0, 10]","(120, 240]","(1, 2]",q3
38,management,single,tertiary,no,3813,no,no,cellular,7,117,2,0,"(34, 45]","(3000, 5000]","(0, 10]","(60, 120]","(1, 2]",q3
52,other,married,secondary,no,0,no,no,cellular,7,82,2,0,"(45, 59]","(-10000, 0]","(0, 10]","(60, 120]","(1, 2]",q3
41,technician,married,secondary,no,634,no,no,cellular,7,122,2,0,"(34, 45]","(500, 1000]","(0, 10]","(120, 240]","(1, 2]",q3
41,management,single,tertiary,no,0,no,no,cellular,7,91,2,0,"(34, 45]","(-10000, 0]","(0, 10]","(60, 120]","(1, 2]",q3
37,management,married,tertiary,no,649,no,no,cellular,7,64,2,0,"(34, 45]","(500, 1000]","(0, 10]","(60, 120]","(1, 2]",q3
45,blue-collar,married,secondary,no,2603,yes,yes,cellular,7,235,2,0,"(34, 45]","(1000, 3000]","(0, 10]","(120, 240]","(1, 2]",q3
36,other,single,secondary,no,67,no,no,cellular,7,67,2,0,"(34, 45]","(0, 100]","(0, 10]","(60, 120]","(1, 2]",q3
34,none,single,tertiary,no,873,yes,no,cellular,7,267,2,0,"(24, 34]","(500, 1000]","(0, 10]","(240, 360]","(1, 2]",q3
30,technician,married,tertiary,no,2283,no,no,cellular,7,74,2,0,"(24, 34]","(1000, 3000]","(0, 10]","(60, 120]","(1, 2]",q3
38,management,married,tertiary,no,-34,yes,no,cellular,7,131,2,0,"(34, 45]","(-10000, 0]","(0, 10]","(120, 240]","(1, 2]",q3
55,technician,divorced,secondary,yes,284,yes,no,cellular,7,78,2,0,"(45, 59]","(200, 500]","(0, 10]","(60, 120]","(1, 2]",q3
33,management,married,tertiary,no,340,no,no,cellular,7,402,2,0,"(24, 34]","(200, 500]","(0, 10]","(360, 600]","(1, 2]",q3
31,technician,single,secondary,no,40,no,no,cellular,7,123,2,0,"(24, 34]","(0, 100]","(0, 10]","(120, 240]","(1, 2]",q3
32,other,married,primary,no,1349,yes,no,cellular,7,132,2,0,"(24, 34]","(1000, 3000]","(0, 10]","(120, 240]","(1, 2]",q3
34,technician,divorced,tertiary,no,674,yes,no,cellular,7,587,2,1,"(24, 34]","(500, 1000]","(0, 10]","(360, 600]","(1, 2]",q3
48,technician,married,secondary,no,566,no,no,cellular,7,51,3,0,"(45, 59]","(500, 1000]","(0, 10]","(0, 60]","(2, 4]",q3
43,technician,married,tertiary,no,1663,no,no,cellular,7,185,2,0,"(34, 45]","(1000, 3000]","(0, 10]","(120, 240]","(1, 2]",q3
35,technician,divorced,tertiary,no,20,yes,yes,cellular,7,51,2,0,"(34, 45]","(0, 100]","(0, 10]","(0, 60]","(1, 2]",q3
45,technician,married,secondary,no,1732,no,no,cellular,7,163,2,0,"(34, 45]","(1000, 3000]","(0, 10]","(120, 240]","(1, 2]",q3
56,management,married,tertiary,no,3120,yes,no,cellular,7,666,2,0,"(45, 59]","(3000, 5000]","(0, 10]","(600, 900]","(1, 2]",q3
40,technician,married,secondary,no,1076,no,no,cellular,7,326,2,0,"(34, 45]","(1000, 3000]","(0, 10]","(240, 360]","(1, 2]",q3
51,other,married,primary,no,183,no,yes,cellular,7,292,2,0,"(45, 59]","(100, 200]","(0, 10]","(240, 360]","(1, 2]",q3
39,technician,single,secondary,no,1104,no,no,cellular,7,395,2,1,"(34, 45]","(1000, 3000]","(0, 10]","(360, 600]","(1, 2]",q3
31,technician,married,secondary,no,54,no,no,cellular,7,137,2,0,"(24, 34]","(0, 100]","(0, 10]","(120, 240]","(1, 2]",q3
47,admin,married,secondary,no,3070,no,no,cellular,7,663,4,1,"(45, 59]","(3000, 5000]","(0, 10]","(600, 900]","(2, 4]",q3
30,other,single,tertiary,no,868,no,no,cellular,7,387,2,0,"(24, 34]","(500, 1000]","(0, 10]","(360, 600]","(1, 2]",q3
39,technician,married,tertiary,no,4765,yes,no,cellular,7,108,2,0,"(34, 45]","(3000, 5000]","(0, 10]","(60, 120]","(1, 2]",q3
58,none,married,secondary,no,2690,no,no,cellular,7,142,2,0,"(45, 59]","(1000, 3000]","(0, 10]","(120, 240]","(1, 2]",q3
38,admin,married,secondary,no,46,no,no,cellular,7,48,2,0,"(34, 45]","(0, 100]","(0, 10]","(0, 60]","(1, 2]",q3
49,blue-collar,married,secondary,no,406,yes,yes,cellular,7,253,2,0,"(45, 59]","(200, 500]","(0, 10]","(240, 360]","(1, 2]",q3
47,technician,married,tertiary,no,3690,no,no,cellular,7,228,2,0,"(45, 59]","(3000, 5000]","(0, 10]","(120, 240]","(1, 2]",q3
30,technician,married,secondary,no,371,no,no,cellular,7,124,2,0,"(24, 34]","(200, 500]","(0, 10]","(120, 240]","(1, 2]",q3
35,management,married,tertiary,no,260,no,no,cellular,7,358,2,0,"(34, 45]","(200, 500]","(0, 10]","(240, 360]","(1, 2]",q3
52,technician,divorced,secondary,no,204,no,no,cellular,7,134,2,0,"(45, 59]","(200, 500]","(0, 10]","(120, 240]","(1, 2]",q3
48,blue-collar,married,secondary,no,205,no,no,cellular,7,239,2,0,"(45, 59]","(200, 500]","(0, 10]","(120, 240]","(1, 2]",q3
36,management,single,tertiary,no,5340,yes,no,cellular,7,113,4,0,"(34, 45]","(5000, 10000]","(0, 10]","(60, 120]","(2, 4]",q3
48,technician,single,secondary,no,-347,no,yes,cellular,7,84,2,0,"(45, 59]","(-10000, 0]","(0, 10]","(60, 120]","(1, 2]",q3
31,management,single,tertiary,no,424,no,yes,cellular,7,224,2,0,"(24, 34]","(200, 500]","(0, 10]","(120, 240]","(1, 2]",q3
34,technician,single,secondary,no,60,no,no,cellular,7,274,2,0,"(24, 34]","(0, 100]","(0, 10]","(240, 360]","(1, 2]",q3
33,other,married,tertiary,no,595,no,no,cellular,7,22,2,0,"(24, 34]","(500, 1000]","(0, 10]","(0, 60]","(1, 2]",q3
35,technician,married,secondary,no,463,yes,no,telephone,7,309,4,0,"(34, 45]","(200, 500]","(0, 10]","(240, 360]","(2, 4]",q3
33,technician,single,secondary,no,20,yes,no,cellular,7,131,2,0,"(24, 34]","(0, 100]","(0, 10]","(120, 240]","(1, 2]",q3
45,other,married,secondary,no,3098,yes,no,cellular,7,159,2,0,"(34, 45]","(3000, 5000]","(0, 10]","(120, 240]","(1, 2]",q3
52,management,single,tertiary,no,741,no,no,cellular,7,63,2,0,"(45, 59]","(500, 1000]","(0, 10]","(60, 120]","(1, 2]",q3
39,management,married,tertiary,no,1572,no,no,cellular,7,1462,4,0,"(34, 45]","(1000, 3000]","(0, 10]","(1200, 5000]","(2, 4]",q3
42,technician,single,secondary,no,77,no,yes,cellular,7,152,2,0,"(34, 45]","(0, 100]","(0, 10]","(120, 240]","(1, 2]",q3
53,technician,married,secondary,no,234,no,no,cellular,7,103,2,0,"(45, 59]","(200, 500]","(0, 10]","(60, 120]","(1, 2]",q3
31,technician,married,secondary,no,246,no,no,cellular,7,159,2,0,"(24, 34]","(200, 500]","(0, 10]","(120, 240]","(1, 2]",q3
46,admin,married,secondary,no,311,no,no,cellular,7,225,6,0,"(45, 59]","(200, 500]","(0, 10]","(120, 240]","(4, 6]",q3
52,admin,married,unknown,no,635,no,no,cellular,7,228,4,0,"(45, 59]","(500, 1000]","(0, 10]","(120, 240]","(2, 4]",q3
57,none,married,secondary,no,283,no,no,cellular,7,123,2,0,"(45, 59]","(200, 500]","(0, 10]","(120, 240]","(1, 2]",q3
60,technician,married,tertiary,no,804,no,no,cellular,7,36,2,0,"(59, 100]","(500, 1000]","(0, 10]","(0, 60]","(1, 2]",q3
54,management,married,tertiary,no,3395,no,no,cellular,7,199,2,0,"(45, 59]","(3000, 5000]","(0, 10]","(120, 240]","(1, 2]",q3
49,technician,married,secondary,no,597,yes,yes,cellular,7,154,2,0,"(45, 59]","(500, 1000]","(0, 10]","(120, 240]","(1, 2]",q3
31,management,married,tertiary,no,546,no,no,cellular,7,147,2,0,"(24, 34]","(500, 1000]","(0, 10]","(120, 240]","(1, 2]",q3
50,technician,married,secondary,no,684,yes,no,cellular,7,1834,2,0,"(45, 59]","(500, 1000]","(0, 10]","(1200, 5000]","(1, 2]",q3
58,none,divorced,secondary,no,312,no,no,cellular,7,398,2,0,"(45, 59]","(200, 500]","(0, 10]","(360, 600]","(1, 2]",q3
46,technician,married,secondary,no,4023,yes,no,cellular,7,131,2,0,"(45, 59]","(3000, 5000]","(0, 10]","(120, 240]","(1, 2]",q3
55,blue-collar,married,primary,no,1086,yes,no,cellular,7,148,2,0,"(45, 59]","(1000, 3000]","(0, 10]","(120, 240]","(1, 2]",q3
40,technician,divorced,secondary,no,0,no,no,cellular,7,674,2,1,"(34, 45]","(-10000, 0]","(0, 10]","(600, 900]","(1, 2]",q3
52,management,married,tertiary,no,0,no,no,cellular,7,306,4,0,"(45, 59]","(-10000, 0]","(0, 10]","(240, 360]","(2, 4]",q3
55,other,married,primary,no,17,no,no,cellular,7,196,2,0,"(45, 59]","(0, 100]","(0, 10]","(120, 240]","(1, 2]",q3
45,technician,divorced,secondary,no,1738,no,no,cellular,7,114,2,0,"(34, 45]","(1000, 3000]","(0, 10]","(60, 120]","(1, 2]",q3
50,blue-collar,married,secondary,no,-54,yes,no,cellular,7,46,2,0,"(45, 59]","(-10000, 0]","(0, 10]","(0, 60]","(1, 2]",q3
34,technician,married,tertiary,no,4953,no,no,cellular,7,235,2,0,"(24, 34]","(3000, 5000]","(0, 10]","(120, 240]","(1, 2]",q3
53,services,married,secondary,no,-363,yes,no,cellular,7,201,2,0,"(45, 59]","(-10000, 0]","(0, 10]","(120, 240]","(1, 2]",q3
47,blue-collar,married,primary,no,124,no,no,cellular,7,76,2,0,"(45, 59]","(100, 200]","(0, 10]","(60, 120]","(1, 2]",q3
43,management,married,secondary,no,10273,no,no,cellular,7,359,2,0,"(34, 45]","(10000, 200000]","(0, 10]","(240, 360]","(1, 2]",q3
36,management,married,tertiary,no,1477,no,no,cellular,7,71,2,0,"(34, 45]","(1000, 3000]","(0, 10]","(60, 120]","(1, 2]",q3
59,admin,married,secondary,no,1675,no,yes,cellular,7,113,2,0,"(45, 59]","(1000, 3000]","(0, 10]","(60, 120]","(1, 2]",q3
32,technician,single,secondary,no,12,no,no,cellular,7,173,2,0,"(24, 34]","(0, 100]","(0, 10]","(120, 240]","(1, 2]",q3
50,blue-collar,married,primary,no,4108,yes,no,cellular,7,526,2,1,"(45, 59]","(3000, 5000]","(0, 10]","(360, 600]","(1, 2]",q3
60,management,married,tertiary,no,0,no,no,cellular,7,401,3,1,"(59, 100]","(-10000, 0]","(0, 10]","(360, 600]","(2, 4]",q3
45,blue-collar,married,primary,no,-485,yes,no,cellular,7,122,2,0,"(34, 45]","(-10000, 0]","(0, 10]","(120, 240]","(1, 2]",q3
32,technician,single,tertiary,no,0,no,no,cellular,7,268,2,0,"(24, 34]","(-10000, 0]","(0, 10]","(240, 360]","(1, 2]",q3
36,admin,married,secondary,no,540,no,yes,cellular,7,95,2,0,"(34, 45]","(500, 1000]","(0, 10]","(60, 120]","(1, 2]",q3
36,management,single,tertiary,no,613,no,no,cellular,7,86,2,0,"(34, 45]","(500, 1000]","(0, 10]","(60, 120]","(1, 2]",q3
59,admin,married,secondary,yes,-131,no,no,cellular,7,144,2,0,"(45, 59]","(-10000, 0]","(0, 10]","(120, 240]","(1, 2]",q3
32,management,married,tertiary,no,1390,no,no,cellular,7,116,2,0,"(24, 34]","(1000, 3000]","(0, 10]","(60, 120]","(1, 2]",q3
32,management,single,tertiary,no,1010,no,no,cellular,7,67,2,0,"(24, 34]","(1000, 3000]","(0, 10]","(60, 120]","(1, 2]",q3
58,none,married,secondary,no,13,no,no,cellular,7,92,4,0,"(45, 59]","(0, 100]","(0, 10]","(60, 120]","(2, 4]",q3
30,technician,single,secondary,no,-232,no,yes,cellular,7,118,2,0,"(24, 34]","(-10000, 0]","(0, 10]","(60, 120]","(1, 2]",q3
33,technician,married,secondary,no,277,no,no,cellular,7,155,2,0,"(24, 34]","(200, 500]","(0, 10]","(120, 240]","(1, 2]",q3
44,management,married,secondary,no,597,yes,no,cellular,7,137,2,0,"(34, 45]","(500, 1000]","(0, 10]","(120, 240]","(1, 2]",q3
47,admin,married,secondary,no,1265,no,no,cellular,7,137,2,0,"(45, 59]","(1000, 3000]","(0, 10]","(120, 240]","(1, 2]",q3
33,technician,married,secondary,no,83,no,no,cellular,7,165,2,0,"(24, 34]","(0, 100]","(0, 10]","(120, 240]","(1, 2]",q3
34,management,married,tertiary,no,1048,no,no,cellular,7,73,2,0,"(24, 34]","(1000, 3000]","(0, 10]","(60, 120]","(1, 2]",q3
35,management,married,secondary,no,616,no,yes,cellular,7,92,2,0,"(34, 45]","(500, 1000]","(0, 10]","(60, 120]","(1, 2]",q3
40,technician,single,secondary,no,153,no,no,cellular,7,125,2,0,"(34, 45]","(100, 200]","(0, 10]","(120, 240]","(1, 2]",q3
35,management,married,tertiary,no,175,yes,no,cellular,7,257,2,0,"(34, 45]","(100, 200]","(0, 10]","(240, 360]","(1, 2]",q3
36,management,married,tertiary,no,1318,yes,no,cellular,7,100,2,0,"(34, 45]","(1000, 3000]","(0, 10]","(60, 120]","(1, 2]",q3
59,none,married,secondary,no,-471,no,no,cellular,7,86,6,0,"(45, 59]","(-10000, 0]","(0, 10]","(60, 120]","(4, 6]",q3
38,management,single,tertiary,no,470,no,no,cellular,7,87,2,0,"(34, 45]","(200, 500]","(0, 10]","(60, 120]","(1, 2]",q3
36,management,married,tertiary,no,170,no,no,cellular,7,493,2,0,"(34, 45]","(100, 200]","(0, 10]","(360, 600]","(1, 2]",q3
57,other,married,secondary,no,7747,no,no,cellular,7,102,2,0,"(45, 59]","(5000, 10000]","(0, 10]","(60, 120]","(1, 2]",q3
30,technician,single,secondary,no,-127,no,no,cellular,7,76,3,0,"(24, 34]","(-10000, 0]","(0, 10]","(60, 120]","(2, 4]",q3
56,management,married,tertiary,no,79,no,no,cellular,7,82,2,0,"(45, 59]","(0, 100]","(0, 10]","(60, 120]","(1, 2]",q3
35,technician,married,tertiary,no,1654,no,no,cellular,7,169,2,0,"(34, 45]","(1000, 3000]","(0, 10]","(120, 240]","(1, 2]",q3
33,technician,married,secondary,no,3107,no,yes,cellular,7,181,2,0,"(24, 34]","(3000, 5000]","(0, 10]","(120, 240]","(1, 2]",q3
42,management,single,tertiary,no,100,no,no,cellular,7,64,2,0,"(34, 45]","(0, 100]","(0, 10]","(60, 120]","(1, 2]",q3
47,management,married,tertiary,no,4495,no,no,cellular,7,156,8,0,"(45, 59]","(3000, 5000]","(0, 10]","(120, 240]","(6, 10]",q3
42,management,married,tertiary,no,441,no,no,cellular,7,296,9,0,"(34, 45]","(200, 500]","(0, 10]","(240, 360]","(6, 10]",q3
30,other,married,tertiary,no,694,no,no,cellular,7,185,4,0,"(24, 34]","(500, 1000]","(0, 10]","(120, 240]","(2, 4]",q3
32,other,married,secondary,no,3469,no,no,cellular,7,306,2,0,"(24, 34]","(3000, 5000]","(0, 10]","(240, 360]","(1, 2]",q3
55,management,married,tertiary,no,543,no,no,cellular,7,61,2,0,"(45, 59]","(500, 1000]","(0, 10]","(60, 120]","(1, 2]",q3
46,none,married,secondary,no,23,yes,yes,cellular,7,122,2,0,"(45, 59]","(0, 100]","(0, 10]","(120, 240]","(1, 2]",q3
54,other,married,tertiary,no,10,no,no,cellular,7,150,2,0,"(45, 59]","(0, 100]","(0, 10]","(120, 240]","(1, 2]",q3
38,technician,single,tertiary,no,369,no,no,cellular,7,365,8,0,"(34, 45]","(200, 500]","(0, 10]","(360, 600]","(6, 10]",q3
58,technician,single,secondary,no,641,no,no,cellular,7,229,2,0,"(45, 59]","(500, 1000]","(0, 10]","(120, 240]","(1, 2]",q3
50,services,married,secondary,no,5569,no,no,cellular,7,103,4,0,"(45, 59]","(5000, 10000]","(0, 10]","(60, 120]","(2, 4]",q3
35,technician,single,secondary,no,5059,no,yes,cellular,7,115,2,0,"(34, 45]","(5000, 10000]","(0, 10]","(60, 120]","(1, 2]",q3
46,management,married,tertiary,no,1514,no,no,cellular,7,94,2,0,"(45, 59]","(1000, 3000]","(0, 10]","(60, 120]","(1, 2]",q3
47,management,married,tertiary,no,5999,yes,no,cellular,7,90,2,0,"(45, 59]","(5000, 10000]","(0, 10]","(60, 120]","(1, 2]",q3
51,blue-collar,married,primary,no,2315,no,no,cellular,7,111,2,0,"(45, 59]","(1000, 3000]","(0, 10]","(60, 120]","(1, 2]",q3
32,management,married,tertiary,no,663,yes,no,cellular,7,106,4,0,"(24, 34]","(500, 1000]","(0, 10]","(60, 120]","(2, 4]",q3
60,other,married,primary,no,2008,no,no,cellular,7,105,2,0,"(59, 100]","(1000, 3000]","(0, 10]","(60, 120]","(1, 2]",q3
30,technician,married,tertiary,no,14355,no,no,cellular,7,244,2,0,"(24, 34]","(10000, 200000]","(0, 10]","(240, 360]","(1, 2]",q3
